Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","209","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","114","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","151","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","160","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","190","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","265","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","137","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","283","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","420","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","558","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","949","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","859","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","1042","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","1449","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","3872","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","3330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","1439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","1091","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","3340","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","4642","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","3045","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","2898","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","tonnes","5418","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","tonnes","7691","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","tonnes","12092","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","tonnes","17274","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","tonnes","15326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","104","Myanmar","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","tonnes","17337","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","5299","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","5962","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","5518","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","4945","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","6183","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","7681","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","11955","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","16936","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","18406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","20450","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","27885","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","11871","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","10882","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","9893","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","8903","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","7914","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","6925","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","5936","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","4947","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","3958","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","2968","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","1979","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","990","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","586","Pakistan","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","15154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","15374","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","15508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","15831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","16238","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","16759","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","16853","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","16847","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","16959","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","17473","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","17383","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","17510","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","17995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","18331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","18011","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","18304","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","18899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","19404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","20076","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","19976","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","21311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","21180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","21608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","22374","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","tonnes","22112","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","tonnes","23251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","tonnes","21632","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","tonnes","21491","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","tonnes","21350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","608","Philippines","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","tonnes","24879","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","18849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","18849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","18849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","18849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","20448","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","24062","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","21901","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","23960","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","19212","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","22761","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","20334","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","30630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","40925","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","51221","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","88548","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","43831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","41220","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","66858","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","65423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","67933","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","68986","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","87191","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","69921","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","8136","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","tonnes","21800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","tonnes","26168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","tonnes","30535","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","tonnes","37561","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","tonnes","34777","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","764","Thailand","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","tonnes","28074","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","20912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","20912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","20912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","20912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","20912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","24896","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","32745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","33019","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","20841","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","16695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","16502","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","704","Viet Nam","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","tonnes","19154","A","Aggregate, may include official, semi-official, estimated or calculated data"
